population,short.description,year,group,total,total.low.CI,total.high.CI,male,male.low.CI,male.high.CI,female,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Mood disorder (depression and/or bipolar),2013,75+,12,10.1,14.2,7.9,5.2,11.7,15.1,11.7,19.2,32000,27000,38000
adults,Mood disorder (depression and/or bipolar),2013,Maori,15.4,13.7,17.3,11.3,9.4,13.5,19.2,16.7,22,72000,64000,80000
adults,Mood disorder (depression and/or bipolar),2013,Pacific,8.1,5.9,11,8.5,4.8,14.6,7.8,5.5,11,15000,11000,21000
adults,Mood disorder (depression and/or bipolar),2013,Asian,4.7,3.2,6.5,1.7,0.8,3.1,7.6,5.3,10.6,19000,14000,27000
adults,Mood disorder (depression and/or bipolar),2013,European/Other,18.2,17.2,19.1,13.6,12.3,14.9,22.4,20.9,24,5.00E+05,474000,527000
adults,Mood disorder (depression and/or bipolar),2013,Quintile 1,13.4,11.2,16,9.9,7.2,13.5,16.7,13.5,20.3,97000,81000,116000
adults,Mood disorder (depression and/or bipolar),2013,Quintile 2,15.3,13.7,17.1,12,9.9,14.5,18.7,15.9,21.9,112000,1.00E+05,125000
adults,Mood disorder (depression and/or bipolar),2013,Quintile 3,17.4,15.7,19.2,13.4,11,16.3,21.2,18.7,23.8,128000,115000,141000
adults,Mood disorder (depression and/or bipolar),2013,Quintile 4,16.8,15.4,18.3,11.7,9.7,14,21.4,19.3,23.7,119000,109000,130000
adults,Mood disorder (depression and/or bipolar),2013,Quintile 5,15.9,14.3,17.6,11.5,9.9,13.3,19.9,17.5,22.5,107000,97000,119000
adults,Mood disorder (depression and/or bipolar),2014,Total,14.8,14,15.5,10.5,9.5,11.5,18.8,17.8,19.9,539000,513000,567000
adults,Mood disorder (depression and/or bipolar),2014,15-24,8.2,6.7,10,5.6,4.1,7.7,11,8.7,13.9,54000,44000,65000
adults,Mood disorder (depression and/or bipolar),2014,25-34,14.2,12.5,16.1,9.3,7,12.3,18.9,16.5,21.5,84000,74000,95000
adults,Mood disorder (depression and/or bipolar),2014,35-44,17.7,15.7,20,12.5,9.9,15.7,22.5,20,25.1,104000,92000,117000
adults,Mood disorder (depression and/or bipolar),2014,45-54,17.9,15.8,20.2,13.7,11.5,16.2,21.8,18.6,25.3,113000,1.00E+05,127000
adults,Mood disorder (depression and/or bipolar),2014,55-64,18.2,16.2,20.3,13.4,10.9,16.3,22.7,19.9,25.8,97000,86000,108000
adults,Mood disorder (depression and/or bipolar),2014,65-74,15,12.6,17.8,10.3,7,14.8,19.5,15.6,24.1,58000,49000,69000
adults,Mood disorder (depression and/or bipolar),2014,75+,10.9,9.1,13.1,7.7,5.4,10.7,13.4,10.7,16.8,31000,25000,37000
adults,Mood disorder (depression and/or bipolar),2014,Maori,14.9,13.6,16.4,9.7,7.8,12,19.7,17.7,21.9,71000,64000,78000
adults,Mood disorder (depression and/or bipolar),2014,Pacific,6.8,4.9,9.5,5.5,3.3,9.1,8,5.6,11.3,14000,10000,19000
adults,Mood disorder (depression and/or bipolar),2014,Asian,4.5,3.2,6.2,2.7,1.2,5.3,6.3,4.4,8.9,20000,14000,27000
adults,Mood disorder (depression and/or bipolar),2014,European/Other,17.1,16.2,18,12.2,10.9,13.6,21.8,20.5,23.1,481000,455000,507000
adults,Mood disorder (depression and/or bipolar),2014,Quintile 1,14,11.8,16.6,10.3,7.4,14.2,18,14.9,21.6,104000,87000,123000
adults,Mood disorder (depression and/or bipolar),2014,Quintile 2,13.8,11.9,15.8,11,8.7,13.9,16.3,14.2,18.6,101000,87000,116000
adults,Mood disorder (depression and/or bipolar),2014,Quintile 3,14.9,13,16.9,8.5,6.6,10.9,20.7,17.7,24,111000,97000,127000
adults,Mood disorder (depression and/or bipolar),2014,Quintile 4,15.3,13.7,17.2,10.5,8.5,13,19.5,17.2,22.1,112000,1.00E+05,126000
adults,Mood disorder (depression and/or bipolar),2014,Quintile 5,15.9,14.2,17.7,12,9.9,14.5,19.5,17.1,22.1,111000,1.00E+05,124000
adults,Mood disorder (depression and/or bipolar),2015,Total,15.5,14.7,16.4,11.5,10.5,12.6,19.3,18.1,20.7,581000,550000,614000
adults,Mood disorder (depression and/or bipolar),2015,15-24,8.7,7.1,10.5,5.4,3.6,7.9,12.2,9.8,15.3,58000,47000,70000
adults,Mood disorder (depression and/or bipolar),2015,25-34,15.3,13.5,17.3,9.9,7.7,12.6,20.5,17.8,23.5,95000,84000,108000
adults,Mood disorder (depression and/or bipolar),2015,35-44,18.8,16.9,21,13.2,11,15.8,24,21.1,27.1,110000,98000,122000
adults,Mood disorder (depression and/or bipolar),2015,45-54,19.2,17.3,21.3,16.4,13.7,19.4,21.9,19.3,24.8,122000,110000,135000
adults,Mood disorder (depression and/or bipolar),2015,55-64,17.7,15.7,20,13.8,11.3,16.9,21.3,18.4,24.6,97000,86000,109000
adults,Mood disorder (depression and/or bipolar),2015,65-74,16.1,14.5,17.8,11.6,9.2,14.4,20.4,17.6,23.5,64000,58000,71000
adults,Mood disorder (depression and/or bipolar),2015,75+,12.1,9.9,14.6,11.6,8.3,16.1,12.4,9.9,15.4,35000,29000,42000
adults,Mood disorder (depression and/or bipolar),2015,Maori,15.9,14,18,11.9,9.8,14.3,19.5,17,22.4,77000,68000,87000
adults,Mood disorder (depression and/or bipolar),2015,Pacific,6.6,5,8.6,3.6,1.7,6.5,9.1,6.5,12.5,15000,11000,19000
adults,Mood disorder (depression and/or bipolar),2015,Asian,5.2,3.8,7,3.3,1.9,5.3,7.2,5,10.1,23000,17000,31000
adults,Mood disorder (depression and/or bipolar),2015,European/Other,18.1,17,19.1,13.5,12.3,14.8,22.4,20.8,24,520000,491000,550000
adults,Mood disorder (depression and/or bipolar),2015,Quintile 1,14,11.9,16.4,10.7,8.4,13.6,17.2,13.9,21.1,105000,89000,123000
adults,Mood disorder (depression and/or bipolar),2015,Quintile 2,15.1,13.2,17.3,10.9,8.6,13.8,19.2,16.2,22.6,115000,1.00E+05,131000
adults,Mood disorder (depression and/or bipolar),2015,Quintile 3,15.7,13.9,17.7,11.2,9.4,13.3,20.4,17.8,23.3,120000,106000,135000
adults,Mood disorder (depression and/or bipolar),2015,Quintile 4,16.2,14.5,18.1,11.8,9.6,14.4,19.9,17.7,22.3,123000,110000,137000
adults,Mood disorder (depression and/or bipolar),2015,Quintile 5,16.7,14.8,18.7,13.1,10.9,15.6,19.9,17.4,22.6,118000,105000,133000
adults,Mood disorder (depression and/or bipolar),2016,Total,16.8,15.9,17.7,13,11.9,14.2,20.4,19.2,21.6,644000,609000,680000
adults,Mood disorder (depression and/or bipolar),2016,15-24,11.6,9.7,13.7,8.4,6.1,11.3,15,12.2,18.3,78000,65000,92000
adults,Mood disorder (depression and/or bipolar),2016,25-34,16.8,14.6,19.1,12.5,9.6,16.1,20.9,18.2,24,111000,97000,127000
adults,Mood disorder (depression and/or bipolar),2016,35-44,18,16.1,20.1,14.4,11.8,17.4,21.4,18.7,24.3,105000,94000,117000
adults,Mood disorder (depression and/or bipolar),2016,45-54,19.5,17.6,21.5,15.5,13.1,18.3,23.1,20.3,26.2,124000,112000,137000
adults,Mood disorder (depression and/or bipolar),2016,55-64,20.1,17.9,22.5,16.2,13.5,19.4,23.7,20.7,27,113000,101000,127000
adults,Mood disorder (depression and/or bipolar),2016,65-74,17.9,15.7,20.3,13.8,11.1,17.1,21.7,18.6,25,74000,64000,84000
adults,Mood disorder (depression and/or bipolar),2016,75+,13,10.9,15.5,10,7.7,13,15.4,12.4,18.9,39000,33000,47000
adults,Mood disorder (depression and/or bipolar),2016,Maori,16.9,15.1,18.9,12.4,9.9,15.5,20.9,18.6,23.5,83000,74000,93000
adults,Mood disorder (depression and/or bipolar),2016,Pacific,6.8,5.1,9,4.7,2.6,7.6,8.8,6.3,12,16000,12000,21000
adults,Mood disorder (depression and/or bipolar),2016,Asian,4.9,3.6,6.6,3.2,1.5,6,6.9,4.9,9.8,24000,17000,32000
adults,Mood disorder (depression and/or bipolar),2016,European/Other,19.9,18.8,21,15.7,14.3,17.1,23.9,22.3,25.4,582000,549000,616000
adults,Mood disorder (depression and/or bipolar),2016,Quintile 1,14.5,12.4,16.8,10.9,8.1,14.5,17.9,15.2,21.1,111000,95000,130000
adults,Mood disorder (depression and/or bipolar),2016,Quintile 2,14.9,13.1,16.9,12.1,10,14.7,17.7,14.9,20.8,116000,102000,131000
adults,Mood disorder (depression and/or bipolar),2016,Quintile 3,17.7,15.8,19.8,13.6,11.6,15.8,21.6,19,24.5,138000,123000,154000
adults,Mood disorder (depression and/or bipolar),2016,Quintile 4,18,16.2,19.9,13.3,11.2,15.7,22.5,20.1,25.2,140000,127000,155000
adults,Mood disorder (depression and/or bipolar),2016,Quintile 5,19.1,17.1,21.3,15.5,12.8,18.7,22.2,19.8,24.8,139000,124000,155000
adults,Unable to get appointment within 24 hours,2011,Total,15.5,14.5,16.5,12.6,11.2,14.2,17.9,16.7,19.2,498000,467000,531000
adults,Unable to get appointment within 24 hours,2011,15-24,12.6,10.5,15,8,5.6,11.3,16.9,13.7,20.6,68000,56000,81000
adults,Unable to get appointment within 24 hours,2011,25-34,18.9,16.5,21.6,13.9,10.7,18,22.9,19.7,26.4,90000,78000,102000
adults,Unable to get appointment within 24 hours,2011,35-44,19.3,17.1,21.6,15.1,12.1,18.6,22.8,20,26,107000,95000,120000
adults,Unable to get appointment within 24 hours,2011,45-54,17.6,15,20.6,16.5,13,20.8,18.7,15.1,22.8,104000,89000,122000
adults,Unable to get appointment within 24 hours,2011,55-64,14.9,12.9,17.2,12.3,9.5,15.7,17.4,14.6,20.7,73000,63000,85000
adults,Unable to get appointment within 24 hours,2011,65-74,10.6,8.6,12.9,10.5,7.6,14.4,10.6,8.3,13.4,34000,28000,42000
adults,Unable to get appointment within 24 hours,2011,75+,8.9,6.9,11.3,9.2,6.4,13.1,8.6,6.5,11.3,22000,17000,28000
adults,Unable to get appointment within 24 hours,2011,Maori,20,17.8,22.4,15.3,11.9,19.4,24.1,21.1,27.3,81000,72000,91000
adults,Unable to get appointment within 24 hours,2011,Pacific,14.5,11.4,18.3,11,6.9,16.9,17.4,13,22.9,27000,21000,34000
adults,Unable to get appointment within 24 hours,2011,Asian,14.1,11.5,17.1,10.6,6.9,15.9,17,13.3,21.4,44000,36000,54000
adults,Unable to get appointment within 24 hours,2011,European/Other,15.2,14.2,16.4,12.8,11.2,14.5,17.4,16.1,18.9,391000,363000,421000
adults,Unable to get appointment within 24 hours,2011,Quintile 1,13.9,11.6,16.6,12.4,9.3,16.3,15.5,12.7,18.7,94000,79000,112000
adults,Unable to get appointment within 24 hours,2011,Quintile 2,13.7,11.7,16,11.3,8.8,14.5,15.9,13.5,18.6,89000,76000,104000
adults,Unable to get appointment within 24 hours,2011,Quintile 3,16.1,13.9,18.6,13.9,10.9,17.6,18,15.1,21.3,104000,90000,120000
adults,Unable to get appointment within 24 hours,2011,Quintile 4,16.9,14.7,19.2,13.6,10.9,16.9,19.5,16.6,22.8,108000,94000,123000
adults,Unable to get appointment within 24 hours,2011,Quintile 5,16.9,14.8,19.2,12.1,10,14.5,20.8,17.6,24.3,102000,90000,116000
adults,Unable to get appointment within 24 hours,2012,Total,15.7,14.6,17,13,11.8,14.2,18.2,16.7,19.9,511000,473000,552000
adults,Unable to get appointment within 24 hours,2012,15-24,13.2,11.2,15.5,8.9,6.7,11.8,17.2,14.1,20.9,71000,61000,84000
adults,Unable to get appointment within 24 hours,2012,25-34,17.7,15.3,20.5,14.1,11.1,17.6,20.9,17.4,24.8,85000,73000,98000
adults,Unable to get appointment within 24 hours,2012,35-44,18.7,16.2,21.5,15.4,12.4,18.9,21.5,18.4,24.9,103000,90000,119000
adults,Unable to get appointment within 24 hours,2012,45-54,18,15.9,20.4,13.5,11.1,16.3,22.3,19.2,25.8,107000,94000,121000
adults,Unable to get appointment within 24 hours,2012,55-64,16.2,14.1,18.7,17.5,14.3,21.2,15.1,12.5,18.1,79000,69000,91000
adults,Unable to get appointment within 24 hours,2012,65-74,11,9.3,13,8.3,6.4,10.7,13.7,11,16.9,38000,32000,44000
adults,Unable to get appointment within 24 hours,2012,75+,11.1,9.1,13.4,10.8,8.2,14.1,11.3,8.8,14.4,28000,23000,34000
adults,Unable to get appointment within 24 hours,2012,Maori,21.1,18.7,23.7,15.1,12.1,18.6,26.3,23.3,29.5,87000,77000,98000
adults,Unable to get appointment within 24 hours,2012,Pacific,11.3,8.7,14.6,10.2,6.4,15.7,12.3,9.1,16.5,21000,16000,27000
adults,Unable to get appointment within 24 hours,2012,Asian,10.6,8.5,13.3,11,8,14.9,10.3,7.6,13.7,34000,27000,43000
adults,Unable to get appointment within 24 hours,2012,European/Other,16.3,15,17.8,13.4,12.1,14.8,18.9,17.1,20.9,412000,378000,449000
adults,Unable to get appointment within 24 hours,2012,Quintile 1,15,12.5,17.9,12.5,9.5,16.2,17.4,14.5,20.7,102000,85000,122000
adults,Unable to get appointment within 24 hours,2012,Quintile 2,15,12.7,17.5,12.9,10.5,15.7,17,13.8,20.7,99000,84000,116000
adults,Unable to get appointment within 24 hours,2012,Quintile 3,15.6,12.9,18.7,12.5,10.2,15.3,18.5,14.6,23.2,104000,86000,124000
adults,Unable to get appointment within 24 hours,2012,Quintile 4,15.6,13.3,18.3,13.1,10.4,16.3,17.8,15.2,20.8,1.00E+05,85000,117000
adults,Unable to get appointment within 24 hours,2012,Quintile 5,17.8,15.2,20.6,14.1,11.6,17,20.6,17.1,24.5,106000,91000,123000
adults,Unable to get appointment within 24 hours,2013,Total,16.3,15.2,17.5,13.8,12.5,15.3,18.5,17.2,19.9,546000,510000,585000
adults,Unable to get appointment within 24 hours,2013,15-24,12.9,10.4,15.9,8.3,5.5,12.4,17.2,13.9,21.1,71000,57000,87000
adults,Unable to get appointment within 24 hours,2013,25-34,18.9,16.9,21.1,16.3,13.6,19.4,21.1,18.2,24.2,94000,84000,105000
adults,Unable to get appointment within 24 hours,2013,35-44,17.6,15.5,20,14.5,11.8,17.7,20.3,17.2,23.7,98000,86000,112000
adults,Unable to get appointment within 24 hours,2013,45-54,20,17.9,22.1,17.8,14.8,21.2,21.9,19.4,24.6,121000,109000,134000
adults,Unable to get appointment within 24 hours,2013,55-64,16.5,14.3,18.9,12.9,10.5,15.7,19.9,16.7,23.5,84000,73000,96000
adults,Unable to get appointment within 24 hours,2013,65-74,12.2,10.1,14.6,12,9.3,15.3,12.3,9.7,15.6,45000,37000,53000
adults,Unable to get appointment within 24 hours,2013,75+,13,10.7,15.7,15.7,11.1,21.6,11,8.5,14.1,35000,28000,42000
adults,Unable to get appointment within 24 hours,2013,Maori,20.1,18.1,22.3,15.3,12.8,18.2,24.2,21.5,27,86000,77000,96000
adults,Unable to get appointment within 24 hours,2013,Pacific,14.1,11.4,17.4,10.6,7,15.6,17.4,13.5,22.1,25000,20000,30000
adults,Unable to get appointment within 24 hours,2013,Asian,12.7,10.3,15.6,11.5,8,16.3,13.8,10.5,17.8,46000,37000,56000
adults,Unable to get appointment within 24 hours,2013,European/Other,16.5,15.4,17.8,14.1,12.6,15.8,18.7,17.2,20.2,434000,402000,466000
adults,Unable to get appointment within 24 hours,2013,Quintile 1,11.6,9.1,14.8,10,6.4,15.4,13,10.5,16,80000,63000,103000
adults,Unable to get appointment within 24 hours,2013,Quintile 2,16.1,13.9,18.6,14,11.5,17.1,18.1,15.1,21.6,112000,97000,129000
adults,Unable to get appointment within 24 hours,2013,Quintile 3,17.5,15.4,19.7,14.4,12,17.2,20.2,17.4,23.2,120000,106000,135000
adults,Unable to get appointment within 24 hours,2013,Quintile 4,17.4,15.4,19.5,15.4,12.8,18.3,19,16.7,21.5,114000,101000,128000
adults,Unable to get appointment within 24 hours,2013,Quintile 5,19.4,17.4,21.5,15.6,13.2,18.4,22.6,19.9,25.5,120000,108000,134000
adults,Unable to get appointment within 24 hours,2014,Total,16.8,15.9,17.8,13.4,12.3,14.7,19.9,18.6,21.4,580000,547000,614000
adults,Unable to get appointment within 24 hours,2014,15-24,12.8,11,15,7.5,5.3,10.4,18.4,15.6,21.6,76000,65000,88000
adults,Unable to get appointment within 24 hours,2014,25-34,17.6,15.6,19.8,13.5,10.8,16.7,21.2,17.9,24.8,92000,82000,104000
adults,Unable to get appointment within 24 hours,2014,35-44,20.8,18.1,23.7,17.6,14,21.8,23.6,20.6,26.8,115000,101000,132000
adults,Unable to get appointment within 24 hours,2014,45-54,20.6,18.2,23.2,15.9,13.1,19.3,24.9,21.2,28.9,125000,111000,141000
adults,Unable to get appointment within 24 hours,2014,55-64,17.9,15.5,20.6,15.5,12.4,19.1,20.2,16.8,24,93000,81000,107000
adults,Unable to get appointment within 24 hours,2014,65-74,12.1,10.1,14.5,11.5,8.7,15,12.7,10.1,15.9,45000,38000,54000
adults,Unable to get appointment within 24 hours,2014,75+,11.9,9.7,14.6,11.9,8.9,15.8,12,9.1,15.6,33000,26000,40000
adults,Unable to get appointment within 24 hours,2014,Maori,18.3,16.3,20.5,15.7,13.1,18.7,20.6,18,23.3,81000,73000,91000
adults,Unable to get appointment within 24 hours,2014,Pacific,13.7,10.5,17.6,11.1,7.5,16.2,15.9,11.5,21.6,26000,20000,34000
adults,Unable to get appointment within 24 hours,2014,Asian,13,10.8,15.6,12.9,9.4,17.5,13.1,10.2,16.5,50000,42000,60000
adults,Unable to get appointment within 24 hours,2014,European/Other,17.4,16.4,18.6,13.4,12,14.8,21.2,19.7,22.8,466000,437000,497000
adults,Unable to get appointment within 24 hours,2014,Quintile 1,16.7,14.3,19.4,13.4,10.6,16.8,20.1,16.4,24.3,119000,102000,138000
adults,Unable to get appointment within 24 hours,2014,Quintile 2,14.3,12.2,16.7,11.4,8.6,15,17,14.1,20.2,99000,85000,116000
adults,Unable to get appointment within 24 hours,2014,Quintile 3,17.7,15.5,20.2,14.2,12.1,16.6,20.8,17.9,24,123000,108000,140000
adults,Unable to get appointment within 24 hours,2014,Quintile 4,17.9,16,20,13.4,10.8,16.4,21.7,19.1,24.4,122000,109000,137000
adults,Unable to get appointment within 24 hours,2014,Quintile 5,17.6,15.6,19.8,14.9,12.7,17.4,20.1,17.6,22.8,116000,103000,131000
adults,Unable to get appointment within 24 hours,2015,Total,17.8,16.9,18.8,13.5,12.4,14.7,21.8,20.4,23.2,626000,592000,661000
adults,Unable to get appointment within 24 hours,2015,15-24,13.7,11.8,16,7,5.2,9.5,20.3,17.1,24,80000,69000,93000
adults,Unable to get appointment within 24 hours,2015,25-34,21,18.9,23.2,14.1,11.2,17.6,27,23.9,30.4,114000,102000,126000
adults,Unable to get appointment within 24 hours,2015,35-44,23.2,20.9,25.7,16.2,12.8,20.3,29.3,25.9,33,128000,115000,142000
adults,Unable to get appointment within 24 hours,2015,45-54,19.2,17,21.7,15.9,13,19.3,22.2,19.5,25.3,118000,104000,133000
adults,Unable to get appointment within 24 hours,2015,55-64,18.1,15.9,20.6,15.1,12.4,18.2,20.9,17.5,24.8,97000,85000,110000
adults,Unable to get appointment within 24 hours,2015,65-74,13.7,11.9,15.8,13.5,10.6,17.1,13.9,11.4,16.8,54000,47000,62000
adults,Unable to get appointment within 24 hours,2015,75+,12.3,10.5,14.4,13.1,9.6,17.6,11.8,9,15.2,36000,30000,42000
adults,Unable to get appointment within 24 hours,2015,Maori,20.7,18.8,22.8,13.1,10.8,15.8,27.2,24.5,30.2,94000,86000,104000
adults,Unable to get appointment within 24 hours,2015,Pacific,16.4,13.6,19.6,12.7,8.7,18.1,19.4,15.8,23.5,34000,29000,41000
adults,Unable to get appointment within 24 hours,2015,Asian,15.9,13.2,19.1,11.7,8.6,15.6,20.3,16.5,24.8,61000,50000,73000
adults,Unable to get appointment within 24 hours,2015,European/Other,18.1,17,19.2,14,12.7,15.4,21.8,20.2,23.4,495000,466000,525000
adults,Unable to get appointment within 24 hours,2015,Quintile 1,15.1,13,17.5,12.2,9.5,15.5,18,15.1,21.2,108000,93000,125000
adults,Unable to get appointment within 24 hours,2015,Quintile 2,17.9,15.7,20.4,14.5,11.7,17.9,21,18.3,24.1,127000,111000,145000
adults,Unable to get appointment within 24 hours,2015,Quintile 3,17.3,15.2,19.7,11.7,9.3,14.6,22.9,19.9,26.2,123000,108000,140000
adults,Unable to get appointment within 24 hours,2015,Quintile 4,20.5,18.2,23,16.8,14,20.1,23.4,20.4,26.7,145000,129000,163000
adults,Unable to get appointment within 24 hours,2015,Quintile 5,18.4,16.6,20.4,12.7,11,14.6,23.5,20.9,26.4,121000,110000,134000
adults,Unable to get appointment within 24 hours,2016,Total,18.4,17.4,19.4,15.3,14.1,16.5,21.2,19.8,22.6,660000,626000,696000
adults,Unable to get appointment within 24 hours,2016,15-24,16,13.8,18.5,11.6,8.7,15.3,20.6,17.4,24.2,95000,81000,110000
adults,Unable to get appointment within 24 hours,2016,25-34,18.5,16.4,20.9,16.4,13.4,19.8,20.5,17.6,23.7,108000,95000,122000
adults,Unable to get appointment within 24 hours,2016,35-44,20.6,18.5,22.8,16.9,14.3,19.8,23.9,20.8,27.3,113000,102000,126000
adults,Unable to get appointment within 24 hours,2016,45-54,22.3,20.2,24.5,17.6,14.9,20.7,26.5,23.2,30.1,138000,125000,152000
adults,Unable to get appointment within 24 hours,2016,55-64,18.4,16.3,20.6,15.9,13,19.3,20.7,17.9,23.8,101000,90000,113000
adults,Unable to get appointment within 24 hours,2016,65-74,16.5,14.4,18.8,15.1,12.2,18.6,17.8,15.2,20.8,67000,59000,77000
adults,Unable to get appointment within 24 hours,2016,75+,13,10.7,15.5,12.3,9.6,15.8,13.4,10.4,17.2,39000,32000,46000
adults,Unable to get appointment within 24 hours,2016,Maori,21.4,19.3,23.6,17.2,14.3,20.5,25,22.1,28.1,99000,89000,109000
adults,Unable to get appointment within 24 hours,2016,Pacific,15.9,13.1,19.1,12,8.3,17.1,19.4,15.4,24.2,36000,30000,44000
adults,Unable to get appointment within 24 hours,2016,Asian,15.6,13.1,18.3,13.6,10.3,17.6,17.6,14,21.9,63000,53000,75000
adults,Unable to get appointment within 24 hours,2016,European/Other,18.9,17.9,20.1,15.8,14.6,17,21.9,20.3,23.5,530000,499000,562000
adults,Unable to get appointment within 24 hours,2016,Quintile 1,17.4,15.1,20.1,15.3,12.7,18.3,19.5,15.9,23.7,129000,111000,148000
adults,Unable to get appointment within 24 hours,2016,Quintile 2,16.4,14.1,19,12.9,10.1,16.4,19.9,16.6,23.7,121000,104000,140000
adults,Unable to get appointment within 24 hours,2016,Quintile 3,19.2,17,21.5,15.8,13.1,18.9,22.1,19.4,25.1,140000,124000,157000
adults,Unable to get appointment within 24 hours,2016,Quintile 4,20,18.1,22.1,16.4,13.9,19.2,23.3,20.6,26.2,144000,130000,159000
adults,Unable to get appointment within 24 hours,2016,Quintile 5,18.9,16.9,20.9,16.3,13.9,19,21,18.4,23.7,127000,114000,141000
adults,Healthy weight,2011,Total,34.3,33.1,35.6,30.1,28.4,31.9,38.3,36.5,40.1,1199000,1156000,1244000
adults,Healthy weight,2011,15-17,61,55,66.7,58.7,50.3,66.6,63.5,54.6,71.5,117000,106000,128000
adults,Healthy weight,2011,18-24,47.4,43.6,51.2,47.9,42.9,52.9,46.9,41,52.9,205000,188000,221000
adults,Healthy weight,2011,15-24,51.6,48.5,54.6,51.2,46.7,55.7,52,47.3,56.7,322000,303000,341000
adults,Healthy weight,2011,25-34,39.9,36.8,43.1,34.5,29.7,39.6,45,40.5,49.7,217000,2.00E+05,234000
adults,Healthy weight,2011,35-44,31.5,28.9,34.2,22.2,18.7,26.1,39.8,36.5,43.3,190000,175000,207000
adults,Healthy weight,2011,45-54,27.7,25.2,30.4,20.9,17.4,25,34.1,30.2,38.2,172000,157000,189000
adults,Healthy weight,2011,55-64,26.7,23.9,29.6,24,19.8,28.7,29.3,25.5,33.3,134000,120000,149000
adults,Healthy weight,2011,65-74,22.3,19.6,25.2,20.2,16,25.2,24.2,20.6,28.2,75000,66000,85000
adults,Healthy weight,2011,75+,34.3,30.8,37.9,32.7,27.2,38.8,35.4,30.6,40.5,89000,80000,98000
adults,Healthy weight,2011,Maori,23.4,20.9,26.2,18.6,15.2,22.6,27.8,24.3,31.6,104000,93000,117000
adults,Healthy weight,2011,Pacific,14.4,11.3,18.1,15.5,10.7,22,13.4,9.9,18,29000,23000,36000
adults,Healthy weight,2011,Asian,51.1,46.6,55.5,42.7,36.1,49.6,58.1,51.4,64.4,189000,172000,205000
adults,Healthy weight,2011,European/Other,34.7,33.3,36.2,30.5,28.6,32.5,38.7,36.7,40.8,956000,916000,997000
adults,Healthy weight,2011,Quintile 1,38.7,35.2,42.3,32.4,28,37.2,45.1,40.4,49.8,273000,248000,298000
adults,Healthy weight,2011,Quintile 2,39,35.8,42.4,33.5,30.1,37.1,44.7,39.8,49.7,276000,253000,3.00E+05
adults,Healthy weight,2011,Quintile 3,32.2,29,35.6,26.6,22.3,31.4,37.4,33.1,42,227000,205000,251000
adults,Healthy weight,2011,Quintile 4,32.8,29.9,35.9,30.7,26.7,35,34.6,30.8,38.6,232000,212000,254000
adults,Healthy weight,2011,Quintile 5,28.7,26.4,31.1,26.5,23.6,29.7,30.5,27.4,33.8,191000,176000,206000
adults,Healthy weight,2012,Total,33.7,32.3,35,30.3,28.4,32.2,36.8,35.2,38.5,1185000,1139000,1233000
adults,Healthy weight,2012,15-17,54,47.4,60.5,54.9,45.5,64.1,53,44,61.7,99000,87000,111000
adults,Healthy weight,2012,18-24,50.9,46.8,55,52.9,47.1,58.6,48.8,43.3,54.4,225000,207000,243000
